ID	M	e_M	logR	e_logR	logL	e_logL	Teff	e_Teff	I_M0	e_I_M0	V_M0	e_V_M0	VI	e_VI	W	e_W
OGLE-BLG-RRLYR-01910	0.616	0.059	0.737	0.021	1.705	0.045	6600	100	0.041	0.091	0.54	0.10	0.499	0.029	-0.730	0.084	
OGLE-BLG-RRLYR-01925	0.656	0.054	0.722	0.020	1.703	0.042	6710	100	0.084	0.088	0.574	0.099	0.478	0.028	-0.656	0.080	
OGLE-BLG-RRLYR-01937	0.592	0.060	0.715	0.022	1.676	0.044	6660	110	0.123	0.091	0.62	0.10	0.485	0.030	-0.627	0.087	
OGLE-BLG-RRLYR-01938	0.641	0.051	0.708	0.019	1.639	0.042	6575	99	0.221	0.087	0.729	0.099	0.507	0.028	-0.568	0.077	
OGLE-BLG-RRLYR-01939	0.625	0.063	0.720	0.023	1.627	0.045	6430	110	0.236	0.093	0.75	0.10	0.531	0.029	-0.591	0.088	
OGLE-BLG-RRLYR-01942	0.642	0.063	0.755	0.023	1.724	0.046	6540	120	-0.010	0.094	0.52	0.10	0.518	0.031	-0.813	0.091	
OGLE-BLG-RRLYR-01943	0.608	0.050	0.770	0.019	1.709	0.042	6370	100	0.002	0.088	0.53	0.10	0.536	0.029	-0.836	0.078	
OGLE-BLG-RRLYR-01949	0.592	0.050	0.742	0.019	1.655	0.042	6390	100	0.135	0.088	0.66	0.10	0.535	0.028	-0.706	0.077	
OGLE-BLG-RRLYR-01952	0.635	0.050	0.725	0.019	1.592	0.042	6276	99	0.291	0.087	0.849	0.099	0.569	0.028	-0.604	0.077	
OGLE-BLG-RRLYR-01953	0.524	0.049	0.687	0.019	1.626	0.042	6680	100	0.214	0.087	0.712	0.098	0.481	0.028	-0.534	0.077	
OGLE-BLG-RRLYR-01954	0.564	0.050	0.742	0.019	1.759	0.041	6770	100	-0.062	0.087	0.406	0.098	0.462	0.028	-0.780	0.078	
OGLE-BLG-RRLYR-01959	0.645	0.050	0.767	0.019	1.708	0.042	6372	99	0.009	0.087	0.545	0.099	0.544	0.028	-0.837	0.078	
OGLE-BLG-RRLYR-01961	0.764	0.050	0.743	0.019	1.635	0.042	6280	100	0.263	0.087	0.817	0.099	0.563	0.028	-0.625	0.078	
OGLE-BLG-RRLYR-01973	0.686	0.062	0.747	0.021	1.698	0.045	6500	110	0.058	0.093	0.59	0.10	0.527	0.029	-0.752	0.086	
OGLE-BLG-RRLYR-01976	0.711	0.055	0.746	0.020	1.684	0.044	6440	100	0.111	0.089	0.63	0.10	0.532	0.029	-0.720	0.081	
OGLE-BLG-RRLYR-01980	0.676	0.056	0.771	0.021	1.751	0.044	6500	100	-0.064	0.091	0.43	0.10	0.513	0.029	-0.863	0.084	
OGLE-BLG-RRLYR-02002	0.646	0.053	0.718	0.020	1.561	0.043	6190	100	0.310	0.089	0.91	0.10	0.601	0.028	-0.620	0.082	
OGLE-BLG-RRLYR-02003	0.632	0.050	0.725	0.019	1.562	0.042	6189	99	0.342	0.087	0.933	0.098	0.599	0.028	-0.591	0.077	
OGLE-BLG-RRLYR-02012	0.690	0.055	0.731	0.021	1.640	0.043	6390	100	0.212	0.089	0.74	0.10	0.542	0.029	-0.632	0.082	
OGLE-BLG-RRLYR-02019	0.621	0.051	0.722	0.019	1.611	0.042	6360	100	0.236	0.087	0.785	0.099	0.553	0.028	-0.620	0.078	
OGLE-BLG-RRLYR-02022	0.590	0.052	0.693	0.020	1.638	0.042	6660	100	0.250	0.087	0.714	0.099	0.473	0.028	-0.493	0.078	
OGLE-BLG-RRLYR-02025	0.740	0.056	0.773	0.020	1.753	0.043	6520	100	-0.052	0.089	0.47	0.10	0.524	0.029	-0.863	0.082	
OGLE-BLG-RRLYR-02039	0.528	0.051	0.752	0.019	1.545	0.041	5920	100	0.259	0.087	0.950	0.098	0.682	0.028	-0.788	0.077	
OGLE-BLG-RRLYR-02057	0.613	0.051	0.704	0.019	1.637	0.042	6590	100	0.249	0.087	0.731	0.099	0.494	0.028	-0.523	0.078	
OGLE-BLG-RRLYR-02060	0.663	0.051	0.756	0.019	1.753	0.042	6620	100	-0.046	0.087	0.450	0.098	0.493	0.028	-0.813	0.078	
OGLE-BLG-RRLYR-02061	0.615	0.051	0.726	0.020	1.564	0.042	6160	100	0.285	0.088	0.89	0.10	0.605	0.029	-0.655	0.080	
OGLE-BLG-RRLYR-02062	0.535	0.053	0.719	0.020	1.766	0.043	6930	100	-0.039	0.089	0.39	0.10	0.417	0.028	-0.687	0.081	
OGLE-BLG-RRLYR-02064	0.582	0.060	0.678	0.022	1.608	0.045	6680	100	0.288	0.093	0.78	0.10	0.484	0.028	-0.462	0.087	
OGLE-BLG-RRLYR-02096	0.726	0.051	0.820	0.020	1.745	0.042	6130	100	-0.124	0.087	0.487	0.099	0.611	0.028	-1.066	0.079	
OGLE-BLG-RRLYR-02130	0.668	0.055	0.787	0.021	1.666	0.042	6110	100	0.048	0.088	0.667	0.099	0.618	0.029	-0.904	0.081	
OGLE-BLG-RRLYR-02137	0.616	0.067	0.752	0.022	1.663	0.046	6340	100	0.083	0.094	0.65	0.10	0.565	0.029	-0.785	0.090	
OGLE-BLG-RRLYR-02138	0.576	0.050	0.767	0.019	1.676	0.042	6280	100	0.040	0.087	0.606	0.098	0.568	0.028	-0.842	0.078	
OGLE-BLG-RRLYR-02141	0.668	0.056	0.797	0.021	1.831	0.043	6600	110	-0.239	0.090	0.26	0.10	0.498	0.029	-1.009	0.085	
OGLE-BLG-RRLYR-02151	0.623	0.051	0.724	0.019	1.623	0.043	6390	100	0.261	0.089	0.78	0.10	0.538	0.028	-0.587	0.078	
OGLE-BLG-RRLYR-02155	0.658	0.053	0.722	0.020	1.562	0.043	6170	100	0.289	0.091	0.89	0.10	0.606	0.029	-0.641	0.083	
OGLE-BLG-RRLYR-02162	0.652	0.050	0.730	0.019	1.544	0.042	6059	99	0.325	0.087	0.964	0.099	0.636	0.028	-0.667	0.077	
OGLE-BLG-RRLYR-02185	0.658	0.051	0.770	0.019	1.608	0.042	6030	100	0.156	0.087	0.807	0.099	0.646	0.028	-0.828	0.078	
OGLE-BLG-RRLYR-02196	0.680	0.051	0.741	0.020	1.659	0.042	6390	100	0.189	0.087	0.712	0.099	0.536	0.028	-0.652	0.078	
OGLE-BLG-RRLYR-02199	0.651	0.054	0.727	0.020	1.641	0.043	6430	100	0.215	0.089	0.73	0.10	0.529	0.028	-0.613	0.081	
OGLE-BLG-RRLYR-02200	0.646	0.059	0.748	0.021	1.729	0.045	6580	100	-0.001	0.092	0.49	0.10	0.500	0.029	-0.772	0.085	
OGLE-BLG-RRLYR-02206	0.672	0.055	0.734	0.021	1.676	0.044	6500	100	0.151	0.090	0.64	0.10	0.510	0.029	-0.648	0.082	
OGLE-BLG-RRLYR-02207	0.607	0.051	0.733	0.019	1.733	0.042	6730	100	-0.001	0.087	0.473	0.099	0.469	0.028	-0.726	0.078	
OGLE-BLG-RRLYR-02213	0.676	0.053	0.761	0.020	1.734	0.043	6510	100	0.009	0.089	0.51	0.10	0.510	0.028	-0.785	0.080	
OGLE-BLG-RRLYR-02221	0.621	0.054	0.743	0.020	1.740	0.042	6700	110	-0.007	0.088	0.487	0.098	0.482	0.029	-0.749	0.082	
OGLE-BLG-RRLYR-02238	0.701	0.050	0.835	0.019	1.819	0.042	6290	100	-0.294	0.087	0.290	0.098	0.575	0.028	-1.183	0.078	
OGLE-BLG-RRLYR-02239	0.588	0.050	0.723	0.019	1.525	0.042	6081	99	0.361	0.087	0.991	0.099	0.632	0.028	-0.619	0.077	
OGLE-BLG-RRLYR-02250	0.594	0.051	0.708	0.020	1.528	0.042	6160	100	0.394	0.087	0.996	0.099	0.606	0.029	-0.552	0.079	
OGLE-BLG-RRLYR-02254	0.586	0.059	0.712	0.021	1.688	0.044	6710	100	0.106	0.092	0.58	0.10	0.473	0.028	-0.624	0.084	
OGLE-BLG-RRLYR-02259	0.636	0.050	0.725	0.019	1.633	0.042	6420	100	0.243	0.088	0.75	0.10	0.529	0.028	-0.594	0.077	
OGLE-BLG-RRLYR-02288	0.617	0.050	0.709	0.019	1.600	0.041	6420	100	0.241	0.087	0.802	0.098	0.549	0.028	-0.609	0.078	
OGLE-BLG-RRLYR-02290	0.654	0.051	0.748	0.019	1.590	0.042	6110	100	0.216	0.087	0.842	0.098	0.623	0.028	-0.740	0.078	
OGLE-BLG-RRLYR-02291	0.546	0.052	0.682	0.019	1.631	0.042	6718	99	0.245	0.088	0.717	0.099	0.469	0.028	-0.484	0.078	
OGLE-BLG-RRLYR-02293	0.767	0.055	0.779	0.020	1.670	0.043	6160	100	0.059	0.090	0.67	0.10	0.611	0.029	-0.893	0.084	
OGLE-BLG-RRLYR-02296	0.667	0.056	0.713	0.021	1.595	0.044	6370	110	0.299	0.091	0.84	0.10	0.553	0.029	-0.562	0.084	
OGLE-BLG-RRLYR-02297	0.665	0.055	0.733	0.021	1.631	0.043	6350	100	0.225	0.089	0.76	0.10	0.550	0.029	-0.635	0.081	
OGLE-BLG-RRLYR-02298	0.615	0.050	0.709	0.019	1.706	0.042	6810	100	0.128	0.087	0.575	0.099	0.444	0.028	-0.563	0.078	
OGLE-BLG-RRLYR-02300	0.550	0.059	0.679	0.021	1.590	0.043	6600	100	0.316	0.089	0.81	0.10	0.498	0.029	-0.456	0.083	
OGLE-BLG-RRLYR-02312	0.578	0.051	0.705	0.019	1.600	0.042	6440	100	0.274	0.087	0.805	0.099	0.533	0.028	-0.554	0.078	
OGLE-BLG-RRLYR-02319	0.642	0.051	0.836	0.020	1.732	0.042	6000	100	-0.122	0.088	0.516	0.099	0.638	0.028	-1.111	0.079	
OGLE-BLG-RRLYR-02321	0.594	0.050	0.690	0.019	1.608	0.042	6600	100	0.284	0.088	0.76	0.10	0.475	0.028	-0.462	0.078	
OGLE-BLG-RRLYR-02327	0.569	0.052	0.705	0.019	1.696	0.042	6810	100	0.098	0.088	0.561	0.099	0.454	0.028	-0.604	0.078	
OGLE-BLG-RRLYR-02330	0.656	0.050	0.762	0.019	1.744	0.042	6570	99	-0.050	0.087	0.464	0.099	0.510	0.028	-0.841	0.077	
OGLE-BLG-RRLYR-02357	0.635	0.051	0.771	0.019	1.805	0.042	6680	100	-0.164	0.088	0.310	0.099	0.474	0.028	-0.901	0.079	
OGLE-BLG-RRLYR-02363	0.610	0.052	0.723	0.019	1.701	0.042	6700	100	0.073	0.087	0.565	0.099	0.481	0.028	-0.671	0.079	
OGLE-BLG-RRLYR-02378	0.687	0.052	0.763	0.020	1.617	0.042	6110	100	0.175	0.088	0.787	0.099	0.618	0.028	-0.776	0.080	
OGLE-BLG-RRLYR-02387	0.692	0.052	0.784	0.021	1.729	0.044	6320	100	-0.011	0.091	0.52	0.10	0.551	0.028	-0.878	0.082	
OGLE-BLG-RRLYR-02392	0.518	0.049	0.655	0.019	1.607	0.041	6850	100	0.322	0.087	0.774	0.098	0.443	0.028	-0.362	0.077	
OGLE-BLG-RRLYR-02401	0.737	0.051	0.824	0.019	1.785	0.042	6246	99	-0.206	0.087	0.392	0.099	0.589	0.028	-1.114	0.077	
OGLE-BLG-RRLYR-02415	0.594	0.054	0.744	0.020	1.739	0.043	6670	100	-0.027	0.089	0.46	0.10	0.483	0.028	-0.770	0.080	
OGLE-BLG-RRLYR-02420	0.570	0.050	0.692	0.019	1.640	0.042	6700	100	0.213	0.087	0.697	0.099	0.476	0.028	-0.526	0.078	
OGLE-BLG-RRLYR-02422	0.685	0.051	0.725	0.019	1.614	0.042	6340	100	0.253	0.087	0.807	0.099	0.559	0.028	-0.618	0.078	
OGLE-BLG-RRLYR-02423	0.566	0.058	0.730	0.021	1.702	0.044	6640	100	0.041	0.091	0.54	0.10	0.490	0.029	-0.713	0.083	
OGLE-BLG-RRLYR-02447	0.647	0.067	0.719	0.023	1.656	0.048	6530	110	0.167	0.099	0.66	0.11	0.510	0.031	-0.627	0.092	
OGLE-BLG-RRLYR-02448	0.624	0.050	0.743	0.019	1.621	0.042	6256	99	0.190	0.087	0.759	0.098	0.578	0.028	-0.706	0.077	
OGLE-BLG-RRLYR-02454	0.594	0.051	0.722	0.020	1.593	0.042	6300	100	0.270	0.088	0.824	0.099	0.566	0.028	-0.619	0.078	
OGLE-BLG-RRLYR-02462	0.595	0.064	0.728	0.026	1.671	0.047	6510	110	0.121	0.097	0.64	0.11	0.517	0.031	-0.683	0.096	
OGLE-BLG-RRLYR-02486	0.646	0.051	0.698	0.019	1.602	0.042	6511	99	0.278	0.087	0.813	0.099	0.527	0.028	-0.538	0.077	
OGLE-BLG-RRLYR-02492	0.700	0.053	0.727	0.020	1.671	0.043	6520	100	0.217	0.089	0.70	0.10	0.498	0.028	-0.566	0.079	
OGLE-BLG-RRLYR-02498	0.638	0.056	0.719	0.020	1.673	0.043	6620	100	0.126	0.089	0.62	0.10	0.497	0.029	-0.635	0.082	
OGLE-BLG-RRLYR-02501	0.603	0.055	0.741	0.020	1.640	0.043	6340	100	0.132	0.090	0.70	0.10	0.567	0.028	-0.742	0.082	
OGLE-BLG-RRLYR-02507	0.688	0.062	0.769	0.023	1.775	0.046	6580	110	-0.095	0.094	0.38	0.11	0.494	0.030	-0.866	0.089	
OGLE-BLG-RRLYR-02510	0.652	0.051	0.726	0.019	1.662	0.042	6510	100	0.196	0.087	0.689	0.099	0.508	0.028	-0.603	0.078	
OGLE-BLG-RRLYR-02512	0.535	0.050	0.696	0.019	1.689	0.042	6850	100	0.104	0.087	0.556	0.099	0.436	0.029	-0.576	0.078	
OGLE-BLG-RRLYR-02513	0.615	0.056	0.765	0.021	1.711	0.044	6410	110	-0.020	0.091	0.53	0.10	0.545	0.030	-0.863	0.085	
OGLE-BLG-RRLYR-02526	0.689	0.053	0.833	0.021	1.794	0.043	6220	100	-0.222	0.090	0.35	0.10	0.583	0.029	-1.124	0.085	
OGLE-BLG-RRLYR-02542	0.632	0.053	0.738	0.020	1.613	0.043	6250	100	0.197	0.089	0.78	0.10	0.583	0.029	-0.703	0.081	
OGLE-BLG-RRLYR-02548	0.612	0.051	0.708	0.019	1.667	0.042	6680	100	0.150	0.087	0.641	0.098	0.482	0.028	-0.596	0.078	
OGLE-BLG-RRLYR-02551	0.696	0.053	0.781	0.020	1.744	0.043	6410	100	-0.073	0.089	0.46	0.10	0.542	0.029	-0.913	0.081	
OGLE-BLG-RRLYR-02563	0.636	0.056	0.769	0.020	1.763	0.043	6580	100	-0.091	0.089	0.42	0.10	0.506	0.028	-0.872	0.082	
OGLE-BLG-RRLYR-02567	0.590	0.051	0.694	0.019	1.626	0.042	6630	100	0.244	0.087	0.744	0.098	0.492	0.028	-0.513	0.078	
OGLE-BLG-RRLYR-02590	0.599	0.050	0.687	0.019	1.611	0.042	6630	100	0.272	0.087	0.778	0.098	0.497	0.028	-0.500	0.077	
OGLE-BLG-RRLYR-02601	0.732	0.060	0.734	0.022	1.674	0.044	6490	110	0.160	0.091	0.67	0.10	0.522	0.030	-0.652	0.085	
OGLE-BLG-RRLYR-02610	0.718	0.051	0.821	0.019	1.687	0.042	5940	110	-0.014	0.087	0.642	0.099	0.660	0.030	-1.033	0.078	
OGLE-BLG-RRLYR-02640	0.570	0.054	0.726	0.020	1.718	0.043	6730	100	0.019	0.089	0.49	0.10	0.472	0.028	-0.709	0.080	
OGLE-BLG-RRLYR-02641	0.660	0.056	0.731	0.021	1.601	0.044	6250	100	0.241	0.091	0.83	0.10	0.586	0.029	-0.669	0.083	
OGLE-BLG-RRLYR-02646	0.641	0.055	0.749	0.021	1.741	0.043	6630	110	-0.040	0.090	0.45	0.10	0.492	0.032	-0.797	0.086	
OGLE-BLG-RRLYR-02656	0.748	0.052	0.763	0.020	1.579	0.042	5950	100	0.254	0.087	0.922	0.098	0.664	0.029	-0.768	0.078	
OGLE-BLG-RRLYR-02658	0.613	0.058	0.725	0.022	1.628	0.044	6390	100	0.203	0.090	0.74	0.10	0.543	0.029	-0.641	0.083	
OGLE-BLG-RRLYR-02662	0.588	0.054	0.686	0.020	1.626	0.043	6680	100	0.285	0.088	0.75	0.10	0.474	0.028	-0.453	0.079	
OGLE-BLG-RRLYR-02666	0.565	0.050	0.666	0.019	1.567	0.042	6610	100	0.362	0.087	0.873	0.098	0.499	0.028	-0.413	0.077	
OGLE-BLG-RRLYR-02673	0.688	0.052	0.765	0.020	1.717	0.043	6420	100	-0.001	0.089	0.53	0.10	0.539	0.028	-0.835	0.080	
OGLE-BLG-RRLYR-02680	0.672	0.057	0.721	0.022	1.590	0.043	6270	110	0.282	0.090	0.85	0.10	0.576	0.029	-0.615	0.084	
OGLE-BLG-RRLYR-02687	0.688	0.052	0.722	0.019	1.611	0.042	6350	100	0.231	0.088	0.805	0.099	0.564	0.028	-0.642	0.078	
OGLE-BLG-RRLYR-02688	0.687	0.051	0.719	0.019	1.631	0.042	6450	100	0.230	0.089	0.74	0.10	0.528	0.028	-0.594	0.079	
OGLE-BLG-RRLYR-02692	0.621	0.051	0.713	0.019	1.625	0.042	6470	100	0.236	0.088	0.754	0.099	0.525	0.028	-0.575	0.078	
OGLE-BLG-RRLYR-02695	0.718	0.054	0.766	0.020	1.604	0.042	6030	110	0.182	0.088	0.82	0.10	0.641	0.030	-0.806	0.080	
OGLE-BLG-RRLYR-02703	0.522	0.049	0.663	0.019	1.626	0.042	6860	100	0.254	0.087	0.703	0.098	0.434	0.028	-0.416	0.077	
OGLE-BLG-RRLYR-02707	0.594	0.060	0.694	0.022	1.597	0.046	6520	110	0.330	0.095	0.83	0.11	0.512	0.029	-0.473	0.088	
OGLE-BLG-RRLYR-02708	0.737	0.057	0.887	0.021	1.945	0.048	6320	120	-0.58	0.10	-0.03	0.12	0.545	0.034	-1.425	0.089	
OGLE-BLG-RRLYR-02712	0.644	0.054	0.719	0.020	1.588	0.042	6280	100	0.275	0.088	0.849	0.098	0.575	0.029	-0.611	0.081	
OGLE-BLG-RRLYR-02714	0.618	0.052	0.756	0.019	1.776	0.042	6720	100	-0.103	0.087	0.378	0.099	0.473	0.028	-0.834	0.079	
OGLE-BLG-RRLYR-02738	0.693	0.050	0.732	0.019	1.621	0.042	6290	100	0.207	0.087	0.784	0.099	0.574	0.028	-0.682	0.077	
OGLE-BLG-RRLYR-02746	0.631	0.054	0.726	0.021	1.663	0.043	6520	100	0.184	0.089	0.68	0.10	0.508	0.028	-0.609	0.081	
OGLE-BLG-RRLYR-02769	0.646	0.051	0.737	0.019	1.752	0.042	6760	100	-0.018	0.087	0.430	0.099	0.454	0.028	-0.723	0.077	
OGLE-BLG-RRLYR-02782	0.571	0.050	0.664	0.019	1.585	0.042	6690	100	0.363	0.088	0.83	0.10	0.473	0.028	-0.364	0.078	
OGLE-BLG-RRLYR-02787	0.604	0.050	0.719	0.019	1.683	0.042	6660	100	0.101	0.087	0.595	0.098	0.487	0.028	-0.655	0.077	
OGLE-BLG-RRLYR-02790	0.580	0.054	0.682	0.020	1.626	0.043	6720	100	0.254	0.089	0.73	0.10	0.474	0.028	-0.475	0.080	
OGLE-BLG-RRLYR-02814	0.676	0.052	0.751	0.019	1.675	0.042	6370	100	0.091	0.088	0.644	0.099	0.553	0.028	-0.765	0.079	
OGLE-BLG-RRLYR-02818	0.573	0.055	0.717	0.020	1.743	0.044	6880	100	0.000	0.090	0.44	0.10	0.432	0.028	-0.668	0.081	
OGLE-BLG-RRLYR-02819	0.588	0.054	0.695	0.020	1.651	0.043	6720	100	0.194	0.089	0.67	0.10	0.473	0.029	-0.540	0.081	
OGLE-BLG-RRLYR-02824	0.678	0.055	0.731	0.021	1.648	0.044	6410	100	0.190	0.089	0.72	0.10	0.536	0.029	-0.651	0.082	
OGLE-BLG-RRLYR-02839	0.614	0.051	0.711	0.019	1.593	0.042	6350	100	0.272	0.087	0.828	0.098	0.557	0.028	-0.585	0.078	
OGLE-BLG-RRLYR-02854	0.686	0.054	0.746	0.020	1.726	0.043	6600	100	0.049	0.089	0.52	0.10	0.488	0.028	-0.712	0.080	
OGLE-BLG-RRLYR-02861	0.527	0.056	0.729	0.021	1.734	0.044	6760	110	-0.021	0.092	0.44	0.10	0.462	0.030	-0.737	0.086	
OGLE-BLG-RRLYR-02875	0.605	0.054	0.691	0.020	1.639	0.043	6700	100	0.253	0.090	0.71	0.10	0.469	0.029	-0.479	0.081	
OGLE-BLG-RRLYR-02892	0.683	0.051	0.739	0.019	1.672	0.042	6460	99	0.114	0.087	0.657	0.099	0.537	0.028	-0.718	0.077	
OGLE-BLG-RRLYR-02898	0.569	0.055	0.709	0.020	1.586	0.044	6370	110	0.261	0.092	0.81	0.11	0.555	0.029	-0.592	0.083	
OGLE-BLG-RRLYR-02902	0.616	0.056	0.689	0.020	1.618	0.044	6620	100	0.272	0.090	0.78	0.10	0.494	0.029	-0.494	0.082	
OGLE-BLG-RRLYR-02922	0.592	0.057	0.701	0.020	1.619	0.043	6540	110	0.249	0.089	0.76	0.10	0.512	0.029	-0.548	0.082	
OGLE-BLG-RRLYR-02928	0.680	0.051	0.715	0.019	1.639	0.042	6510	100	0.252	0.087	0.750	0.099	0.513	0.028	-0.548	0.078	
OGLE-BLG-RRLYR-02930	0.601	0.056	0.773	0.021	1.804	0.043	6690	110	-0.186	0.090	0.30	0.10	0.478	0.030	-0.921	0.084	
OGLE-BLG-RRLYR-02932	0.720	0.052	0.841	0.020	1.817	0.042	6230	100	-0.274	0.088	0.306	0.099	0.583	0.028	-1.176	0.081	
OGLE-BLG-RRLYR-02934	0.636	0.055	0.717	0.020	1.639	0.042	6500	100	0.220	0.088	0.727	0.099	0.517	0.029	-0.587	0.080	
OGLE-BLG-RRLYR-02938	0.609	0.052	0.764	0.020	1.547	0.042	5840	100	0.252	0.087	0.971	0.099	0.704	0.029	-0.823	0.080	
OGLE-BLG-RRLYR-02942	0.619	0.052	0.706	0.019	1.607	0.042	6470	100	0.256	0.087	0.794	0.099	0.534	0.028	-0.574	0.078	
OGLE-BLG-RRLYR-02952	0.677	0.053	0.737	0.021	1.556	0.042	6060	110	0.309	0.089	0.94	0.10	0.634	0.032	-0.671	0.081	
OGLE-BLG-RRLYR-02977	0.555	0.052	0.699	0.020	1.683	0.042	6800	100	0.127	0.088	0.588	0.098	0.453	0.028	-0.577	0.080	
OGLE-BLG-RRLYR-02981	0.590	0.050	0.750	0.019	1.755	0.042	6680	100	-0.061	0.087	0.429	0.099	0.476	0.028	-0.806	0.077	
OGLE-BLG-RRLYR-02986	0.634	0.061	0.760	0.023	1.753	0.043	6580	110	-0.075	0.092	0.44	0.10	0.504	0.031	-0.854	0.092	
OGLE-BLG-RRLYR-02987	0.642	0.052	0.727	0.021	1.579	0.045	6200	100	0.262	0.092	0.84	0.11	0.589	0.029	-0.659	0.082	
OGLE-BLG-RRLYR-02989	0.602	0.062	0.693	0.024	1.544	0.049	6300	110	0.37	0.10	0.94	0.12	0.569	0.030	-0.508	0.096	
OGLE-BLG-RRLYR-03000	0.588	0.052	0.750	0.020	1.678	0.043	6390	100	0.081	0.089	0.62	0.10	0.545	0.028	-0.772	0.080	
OGLE-BLG-RRLYR-03005	0.657	0.051	0.810	0.019	1.856	0.042	6580	100	-0.313	0.087	0.189	0.099	0.499	0.028	-1.079	0.078	
OGLE-BLG-RRLYR-03007	0.615	0.051	0.718	0.019	1.591	0.042	6330	100	0.284	0.088	0.83	0.10	0.563	0.028	-0.585	0.079	
OGLE-BLG-RRLYR-03012	0.581	0.051	0.692	0.019	1.615	0.042	6590	100	0.264	0.087	0.767	0.099	0.500	0.028	-0.511	0.078	
OGLE-BLG-RRLYR-03014	0.668	0.050	0.744	0.019	1.560	0.042	6040	100	0.295	0.087	0.933	0.099	0.639	0.028	-0.690	0.078	
OGLE-BLG-RRLYR-03035	0.639	0.056	0.722	0.020	1.638	0.043	6480	100	0.181	0.089	0.71	0.10	0.533	0.028	-0.642	0.081	
OGLE-BLG-RRLYR-03065	0.728	0.051	0.792	0.019	1.752	0.042	6372	99	-0.086	0.087	0.473	0.099	0.559	0.028	-0.951	0.078	
OGLE-BLG-RRLYR-03076	0.659	0.053	0.725	0.020	1.605	0.042	6300	100	0.243	0.089	0.818	0.099	0.572	0.028	-0.640	0.081	
OGLE-BLG-RRLYR-03092	0.610	0.060	0.704	0.021	1.620	0.044	6520	100	0.240	0.090	0.76	0.10	0.518	0.029	-0.567	0.083	
OGLE-BLG-RRLYR-03093	0.666	0.052	0.734	0.020	1.623	0.042	6300	100	0.213	0.088	0.766	0.099	0.564	0.028	-0.664	0.079	
OGLE-BLG-RRLYR-03099	0.708	0.053	0.751	0.020	1.667	0.042	6330	100	0.103	0.088	0.673	0.099	0.565	0.028	-0.771	0.080	
OGLE-BLG-RRLYR-03108	0.676	0.050	0.737	0.019	1.575	0.041	6120	100	0.263	0.087	0.886	0.098	0.621	0.028	-0.690	0.077	
OGLE-BLG-RRLYR-03110	0.606	0.050	0.718	0.019	1.713	0.042	6770	100	0.074	0.087	0.540	0.099	0.459	0.028	-0.643	0.077	
OGLE-BLG-RRLYR-03113	0.583	0.051	0.672	0.019	1.593	0.042	6670	100	0.320	0.088	0.802	0.099	0.474	0.028	-0.424	0.078	
OGLE-BLG-RRLYR-03146	0.708	0.050	0.735	0.019	1.649	0.042	6390	100	0.187	0.087	0.722	0.099	0.545	0.028	-0.658	0.077	
OGLE-BLG-RRLYR-03149	0.539	0.051	0.682	0.019	1.633	0.042	6731	99	0.232	0.088	0.708	0.099	0.468	0.028	-0.495	0.078	
OGLE-BLG-RRLYR-03153	0.685	0.051	0.715	0.020	1.583	0.042	6300	100	0.318	0.088	0.87	0.10	0.568	0.029	-0.554	0.079	
OGLE-BLG-RRLYR-03181	0.573	0.056	0.706	0.021	1.578	0.043	6350	100	0.318	0.089	0.86	0.10	0.553	0.029	-0.545	0.082	
OGLE-BLG-RRLYR-03189	0.645	0.055	0.721	0.020	1.591	0.042	6270	100	0.272	0.088	0.843	0.099	0.575	0.029	-0.617	0.081	
OGLE-BLG-RRLYR-03209	0.564	0.055	0.667	0.020	1.631	0.044	6840	100	0.259	0.090	0.70	0.10	0.442	0.029	-0.429	0.081	
OGLE-BLG-RRLYR-03212	0.614	0.054	0.699	0.020	1.599	0.043	6500	100	0.271	0.089	0.81	0.10	0.530	0.029	-0.550	0.082	
OGLE-BLG-RRLYR-03216	0.561	0.055	0.693	0.020	1.590	0.043	6510	100	0.288	0.089	0.818	0.099	0.522	0.029	-0.524	0.082	
OGLE-BLG-RRLYR-03217	0.665	0.050	0.750	0.019	1.568	0.042	6040	100	0.275	0.087	0.913	0.099	0.640	0.028	-0.711	0.078	
OGLE-BLG-RRLYR-03228	0.632	0.050	0.697	0.019	1.570	0.042	6390	100	0.312	0.087	0.883	0.098	0.556	0.028	-0.552	0.078	
OGLE-BLG-RRLYR-03246	0.528	0.049	0.705	0.019	1.674	0.042	6727	99	0.125	0.087	0.605	0.098	0.470	0.028	-0.608	0.078	
OGLE-BLG-RRLYR-03253	0.533	0.049	0.677	0.019	1.647	0.042	6823	99	0.211	0.087	0.657	0.098	0.449	0.028	-0.489	0.077	
OGLE-BLG-RRLYR-03256	0.696	0.051	0.823	0.019	1.707	0.042	6000	100	-0.057	0.087	0.591	0.099	0.644	0.029	-1.056	0.078	
OGLE-BLG-RRLYR-03268	0.593	0.056	0.700	0.020	1.626	0.042	6560	100	0.229	0.088	0.736	0.099	0.506	0.029	-0.555	0.080	
OGLE-BLG-RRLYR-03278	0.761	0.053	0.738	0.020	1.638	0.042	6320	100	0.194	0.088	0.769	0.099	0.571	0.028	-0.696	0.080	
OGLE-BLG-RRLYR-03280	0.679	0.055	0.745	0.021	1.648	0.042	6310	110	0.141	0.088	0.694	0.099	0.563	0.030	-0.729	0.082	
